event_type,start,workcenter_resource_id,human_resource_id
Production,2023-12-27T15:13:20.247978747,1,2
Production,2023-12-27T15:13:20.247979959,1,2
Production,2023-12-27T15:13:20.248000157,1,2
Production,2023-12-27T15:13:20.248001440,1,1
Production,2023-12-27T15:13:20.248003494,1,2
Blocked,2023-12-27T15:13:20.248005187,1,0
Blocked,2023-12-27T15:13:20.248006319,1,0
Setup,2023-12-27T15:13:20.248007832,1,2
Setup,2023-12-27T15:13:20.248009355,1,1
Setup,2023-12-27T15:13:20.248010737,1,2
Setup,2023-12-27T15:13:20.248012611,1,1
Setup,2023-12-27T15:13:20.248014174,1,2
Setup,2023-12-27T15:13:20.248015476,1,1
Setup,2023-12-27T15:13:20.248016718,1,1
Setup,2023-12-27T15:13:20.248018452,1,1
Setup,2023-12-27T15:13:20.248019694,1,2
Setup,2023-12-27T15:13:20.248021548,1,2
Setup,2023-12-27T15:13:20.248041525,1,2
Setup,2023-12-27T15:13:20.248043539,1,1
Blocked,2023-12-27T15:13:20.248044932,1,0
Blocked,2023-12-27T15:13:20.248045963,1,0
Blocked,2023-12-27T15:13:20.248047296,1,0
Blocked,2023-12-27T15:13:20.248048318,1,0
Setup,2023-12-27T15:13:20.248049801,1,1
Setup,2023-12-27T15:13:20.248051043,1,2
Setup,2023-12-27T15:13:20.248052265,1,1
Setup,2023-12-27T15:13:20.248054089,1,1
Setup,2023-12-27T15:13:20.248055241,1,1
Setup,2023-12-27T15:13:20.248056994,1,1
Setup,2023-12-27T15:13:20.248058237,1,2
Setup,2023-12-27T15:13:20.248059990,1,2
Setup,2023-12-27T15:13:20.248061192,1,1
Setup,2023-12-27T15:13:20.248063036,1,2
Production,2023-12-27T15:13:20.248064568,1,2
Production,2023-12-27T15:13:20.248084336,1,2
Setup,2023-12-27T15:13:20.248085949,1,2
Setup,2023-12-27T15:13:20.248087181,1,1
Setup,2023-12-27T15:13:20.248088483,1,2
Setup,2023-12-27T15:13:20.248090307,1,1
Production,2023-12-27T15:13:20.248091830,1,2
Production,2023-12-27T15:13:20.248093102,1,2
Production,2023-12-27T15:13:20.248094655,1,1
Production,2023-12-27T15:13:20.248096018,1,2
Production,2023-12-27T15:13:20.248097530,1,1
Production,2023-12-27T15:13:20.248099494,1,2
Setup,2023-12-27T15:13:20.248100977,1,1
Setup,2023-12-27T15:13:20.248121105,1,2
Setup,2023-12-27T15:13:20.248122407,1,2
Setup,2023-12-27T15:13:20.248124301,1,2
Setup,2023-12-27T15:13:20.248125794,1,1
Setup,2023-12-27T15:13:20.248127707,1,2
Setup,2023-12-27T15:13:20.248129290,1,2
Setup,2023-12-27T15:13:20.248130643,1,1
Setup,2023-12-27T15:13:20.248131925,1,2
Setup,2023-12-27T15:13:20.248133719,1,2
Setup,2023-12-27T15:13:20.248134931,1,2
Setup,2023-12-27T15:13:20.248136824,1,1
Blocked,2023-12-27T15:13:20.248138237,1,0
Blocked,2023-12-27T15:13:20.248139269,1,0
Setup,2023-12-27T15:13:20.248159327,1,2
Setup,2023-12-27T15:13:20.248160649,1,2
Production,2023-12-27T15:13:20.248162242,1,1
Production,2023-12-27T15:13:20.248163605,1,1
Blocked,2023-12-27T15:13:20.248164957,1,0
Blocked,2023-12-27T15:13:20.248165959,1,0
Blocked,2023-12-27T15:13:20.248167282,1,0
Blocked,2023-12-27T15:13:20.248168304,1,0
Production,2023-12-27T15:13:20.248169766,1,1
Production,2023-12-27T15:13:20.248171109,1,1
Production,2023-12-27T15:13:20.248176339,1,2
Production,2023-12-27T15:13:20.248177731,1,1
Production,2023-12-27T15:13:20.248178964,1,2
Production,2023-12-27T15:13:20.248180807,1,2
Production,2023-12-27T15:13:20.248182019,1,2
Production,2023-12-27T15:13:20.248183743,1,1
Production,2023-12-27T15:13:20.248185286,1,2
Production,2023-12-27T15:13:20.248205323,1,1
Production,2023-12-27T15:13:20.248206626,1,1
Production,2023-12-27T15:13:20.248208690,1,2
Blocked,2023-12-27T15:13:20.248210072,1,0
Blocked,2023-12-27T15:13:20.248211094,1,0
Setup,2023-12-27T15:13:20.248212627,1,1
Setup,2023-12-27T15:13:20.248213919,1,2
Setup,2023-12-27T15:13:20.248215272,1,1
Setup,2023-12-27T15:13:20.248217075,1,2
Blocked,2023-12-27T15:13:20.248218508,1,0
Blocked,2023-12-27T15:13:20.248219520,1,0
Blocked,2023-12-27T15:13:20.248220842,1,0
Blocked,2023-12-27T15:13:20.248221824,1,0
Setup,2023-12-27T15:13:20.248223297,1,1
Setup,2023-12-27T15:13:20.248224519,1,2
Setup,2023-12-27T15:13:20.248225712,1,1
Setup,2023-12-27T15:13:20.248227605,1,2
Blocked,2023-12-27T15:13:20.248228988,1,0
Blocked,2023-12-27T15:13:20.248229980,1,0
Blocked,2023-12-27T15:13:20.248231272,1,0
Blocked,2023-12-27T15:13:20.248232364,1,0
Blocked,2023-12-27T15:13:20.248233646,1,0
Blocked,2023-12-27T15:13:20.248234638,1,0
Setup,2023-12-27T15:13:20.248236101,1,1
Setup,2023-12-27T15:13:20.248237373,1,2
Setup,2023-12-27T15:13:20.248238606,1,1
Setup,2023-12-27T15:13:20.248259024,1,1
Setup,2023-12-27T15:13:20.248260387,1,2
Setup,2023-12-27T15:13:20.248262421,1,2
Setup,2023-12-27T15:13:20.248263683,1,2
Setup,2023-12-27T15:13:20.248265567,1,1
Setup,2023-12-27T15:13:20.248267039,1,1
Setup,2023-12-27T15:13:20.248268382,1,2
Setup,2023-12-27T15:13:20.248269744,1,2
Setup,2023-12-27T15:13:20.248271598,1,2
Setup,2023-12-27T15:13:20.248272820,1,1
Setup,2023-12-27T15:13:20.248274654,1,2
Setup,2023-12-27T15:13:20.248276106,1,2
Setup,2023-12-27T15:13:20.248277349,1,1
Setup,2023-12-27T15:13:20.248278581,1,2
Setup,2023-12-27T15:13:20.248280455,1,2
Setup,2023-12-27T15:13:20.248300272,1,2
Setup,2023-12-27T15:13:20.248302175,1,1
Blocked,2023-12-27T15:13:20.248303498,1,0
Blocked,2023-12-27T15:13:20.248304540,1,0
Setup,2023-12-27T15:13:20.248306163,1,2
Setup,2023-12-27T15:13:20.248307465,1,1
Setup,2023-12-27T15:13:20.248308698,1,2
Setup,2023-12-27T15:13:20.248310511,1,2
Setup,2023-12-27T15:13:20.248311773,1,2
Setup,2023-12-27T15:13:20.248313567,1,1
Blocked,2023-12-27T15:13:20.248314939,1,0
Blocked,2023-12-27T15:13:20.248316051,1,0
Setup,2023-12-27T15:13:20.248317544,1,1
Setup,2023-12-27T15:13:20.248319017,1,1
Production,2023-12-27T15:13:20.248320540,1,1
Production,2023-12-27T15:13:20.248321852,1,1
Blocked,2023-12-27T15:13:20.248323205,1,0
Blocked,2023-12-27T15:13:20.248324267,1,0
Production,2023-12-27T15:13:20.248325890,1,2
Production,2023-12-27T15:13:20.248345797,1,2
Production,2023-12-27T15:13:20.248347400,1,2
Production,2023-12-27T15:13:20.248348783,1,2
Production,2023-12-27T15:13:20.248350316,1,1
Production,2023-12-27T15:13:20.248351668,1,1
Setup,2023-12-27T15:13:20.248353231,1,1
Setup,2023-12-27T15:13:20.248354504,1,2
Setup,2023-12-27T15:13:20.248355736,1,2
Setup,2023-12-27T15:13:20.248357550,1,2
Setup,2023-12-27T15:13:20.248358742,1,2
Setup,2023-12-27T15:13:20.248360455,1,2
Setup,2023-12-27T15:13:20.248361808,1,1
Setup,2023-12-27T15:13:20.248363631,1,2
Production,2023-12-27T15:13:20.248365144,1,2
Production,2023-12-27T15:13:20.248366416,1,1
Production,2023-12-27T15:13:20.248367649,1,1
Production,2023-12-27T15:13:20.248388177,1,1
Production,2023-12-27T15:13:20.248389510,1,1
Production,2023-12-27T15:13:20.248391463,1,1
Production,2023-12-27T15:13:20.248392625,1,2
Production,2023-12-27T15:13:20.248394449,1,1
Blocked,2023-12-27T15:13:20.248395811,1,0
Blocked,2023-12-27T15:13:20.248396873,1,0
Setup,2023-12-27T15:13:20.248398376,1,2
Setup,2023-12-27T15:13:20.248399579,1,2
Production,2023-12-27T15:13:20.248401192,1,2
Production,2023-12-27T15:13:20.248402444,1,1
Production,2023-12-27T15:13:20.248403987,1,1
Production,2023-12-27T15:13:20.248405770,1,1
Production,2023-12-27T15:13:20.248406993,1,1
Production,2023-12-27T15:13:20.248408826,1,1
Production,2023-12-27T15:13:20.248409978,1,1
Production,2023-12-27T15:13:20.248430377,1,2
Production,2023-12-27T15:13:20.248431969,1,1
Production,2023-12-27T15:13:20.248433412,1,2
Production,2023-12-27T15:13:20.248434645,1,1
Production,2023-12-27T15:13:20.248436428,1,1
Production,2023-12-27T15:13:20.248437800,1,2
Production,2023-12-27T15:13:20.248439704,1,2
Production,2023-12-27T15:13:20.248440896,1,2
Production,2023-12-27T15:13:20.248442780,1,1
Setup,2023-12-27T15:13:20.248444343,1,2
Setup,2023-12-27T15:13:20.248445675,1,1
Setup,2023-12-27T15:13:20.248447038,1,2
Setup,2023-12-27T15:13:20.248467607,1,2
Setup,2023-12-27T15:13:20.248469059,1,1
Setup,2023-12-27T15:13:20.248471123,1,1
Setup,2023-12-27T15:13:20.248472426,1,2
Setup,2023-12-27T15:13:20.248474379,1,2
Setup,2023-12-27T15:13:20.248475732,1,2
Setup,2023-12-27T15:13:20.248477716,1,2
Setup,2023-12-27T15:13:20.248478938,1,1
Setup,2023-12-27T15:13:20.248480831,1,1
Setup,2023-12-27T15:13:20.248482094,1,2
Setup,2023-12-27T15:13:20.248502252,1,1
Blocked,2023-12-27T15:13:20.248503775,1,0
Blocked,2023-12-27T15:13:20.248504806,1,0
Blocked,2023-12-27T15:13:20.248506139,1,0
Blocked,2023-12-27T15:13:20.248507161,1,0
Production,2023-12-27T15:13:20.248508704,1,1
Production,2023-12-27T15:13:20.248516629,1,1
Setup,2023-12-27T15:13:20.248521458,1,2
Setup,2023-12-27T15:13:20.248522770,1,1
Setup,2023-12-27T15:13:20.248524053,1,2
Setup,2023-12-27T15:13:20.248525866,1,2
Setup,2023-12-27T15:13:20.248527289,1,1
Setup,2023-12-27T15:13:20.248529102,1,2
Setup,2023-12-27T15:13:20.248530565,1,1
Setup,2023-12-27T15:13:20.248531877,1,1
Blocked,2023-12-27T15:13:20.248538099,1,0
Blocked,2023-12-27T15:13:20.248539121,1,0
Blocked,2023-12-27T15:13:20.248540403,1,0
Blocked,2023-12-27T15:13:20.248541415,1,0
Blocked,2023-12-27T15:13:20.248542728,1,0
Blocked,2023-12-27T15:13:20.248543700,1,0
Blocked,2023-12-27T15:13:20.248545052,1,0
Blocked,2023-12-27T15:13:20.248545994,1,0
Production,2023-12-27T15:13:20.248566973,1,1
Production,2023-12-27T15:13:20.248568366,1,2
Production,2023-12-27T15:13:20.248569648,1,2
Production,2023-12-27T15:13:20.248571572,1,2
Production,2023-12-27T15:13:20.248572834,1,1
Production,2023-12-27T15:13:20.248574658,1,1
Production,2023-12-27T15:13:20.248576181,1,1
Production,2023-12-27T15:13:20.248577964,1,1
Production,2023-12-27T15:13:20.248579166,1,2
Production,2023-12-27T15:13:20.248580990,1,1
Setup,2023-12-27T15:13:20.248582703,1,1
Setup,2023-12-27T15:13:20.248583945,1,1
Production,2023-12-27T15:13:20.248585418,1,2
Production,2023-12-27T15:13:20.248605596,1,2
Setup,2023-12-27T15:13:20.248607239,1,2
Setup,2023-12-27T15:13:20.248608572,1,2
Blocked,2023-12-27T15:13:20.248609964,1,0
Blocked,2023-12-27T15:13:20.248610996,1,0
Setup,2023-12-27T15:13:20.248612519,1,1
Setup,2023-12-27T15:13:20.248613862,1,1
Blocked,2023-12-27T15:13:20.248615244,1,0
Blocked,2023-12-27T15:13:20.248616266,1,0
Blocked,2023-12-27T15:13:20.248617619,1,0
Blocked,2023-12-27T15:13:20.248618631,1,0
Setup,2023-12-27T15:13:20.248620544,1,2
Setup,2023-12-27T15:13:20.248621907,1,1
Setup,2023-12-27T15:13:20.248623390,1,1
Setup,2023-12-27T15:13:20.248643788,1,1
Setup,2023-12-27T15:13:20.248645110,1,1
Setup,2023-12-27T15:13:20.248647114,1,1
Setup,2023-12-27T15:13:20.248648357,1,1
Setup,2023-12-27T15:13:20.248650190,1,2
Blocked,2023-12-27T15:13:20.248651563,1,0
Blocked,2023-12-27T15:13:20.248652584,1,0
Production,2023-12-27T15:13:20.248654097,1,2
Production,2023-12-27T15:13:20.248655330,1,1
Production,2023-12-27T15:13:20.248656562,1,2
Production,2023-12-27T15:13:20.248658395,1,1
Blocked,2023-12-27T15:13:20.248659778,1,0
Blocked,2023-12-27T15:13:20.248660780,1,0
Setup,2023-12-27T15:13:20.248662203,1,1
Setup,2023-12-27T15:13:20.248663495,1,1
Production,2023-12-27T15:13:20.248665188,1,2
Production,2023-12-27T15:13:20.248666441,1,1
Production,2023-12-27T15:13:20.248667623,1,1
Production,2023-12-27T15:13:20.248688111,1,2
Production,2023-12-27T15:13:20.248689875,1,1
Production,2023-12-27T15:13:20.248691157,1,2
Production,2023-12-27T15:13:20.248692379,1,2
Production,2023-12-27T15:13:20.248694163,1,2
Production,2023-12-27T15:13:20.248695395,1,2
Production,2023-12-27T15:13:20.248697228,1,1
Setup,2023-12-27T15:13:20.248698741,1,2
Setup,2023-12-27T15:13:20.248699994,1,2
Production,2023-12-27T15:13:20.248701577,1,1
Production,2023-12-27T15:13:20.248702849,1,2
Production,2023-12-27T15:13:20.248704071,1,1
Production,2023-12-27T15:13:20.248706055,1,1
Production,2023-12-27T15:13:20.248725732,1,1
Production,2023-12-27T15:13:20.248727716,1,2
Setup,2023-12-27T15:13:20.248729349,1,1
Setup,2023-12-27T15:13:20.248730721,1,1
Production,2023-12-27T15:13:20.248732284,1,1
Production,2023-12-27T15:13:20.248733607,1,1
Production,2023-12-27T15:13:20.248735130,1,1
Production,2023-12-27T15:13:20.248736392,1,2
Production,2023-12-27T15:13:20.248737695,1,2
Production,2023-12-27T15:13:20.248739388,1,2
Production,2023-12-27T15:13:20.248740570,1,2
Production,2023-12-27T15:13:20.248742333,1,2
Production,2023-12-27T15:13:20.248743626,1,1
Production,2023-12-27T15:13:20.248763914,1,1
Production,2023-12-27T15:13:20.248765337,1,2
Production,2023-12-27T15:13:20.248767461,1,1
Blocked,2023-12-27T15:13:20.248768883,1,0
Blocked,2023-12-27T15:13:20.248769965,1,0
Setup,2023-12-27T15:13:20.248771468,1,1
Setup,2023-12-27T15:13:20.248772871,1,1
Blocked,2023-12-27T15:13:20.248774273,1,0
Blocked,2023-12-27T15:13:20.248775305,1,0
Blocked,2023-12-27T15:13:20.248776598,1,0
Blocked,2023-12-27T15:13:20.248777560,1,0
Setup,2023-12-27T15:13:20.248779032,1,2
Setup,2023-12-27T15:13:20.248780315,1,1
Setup,2023-12-27T15:13:20.248781557,1,1
Setup,2023-12-27T15:13:20.248783310,1,2
Setup,2023-12-27T15:13:20.248784893,1,1
Setup,2023-12-27T15:13:20.248786176,1,1
Blocked,2023-12-27T15:13:20.248806083,1,0
Blocked,2023-12-27T15:13:20.248807145,1,0
Setup,2023-12-27T15:13:20.248808858,1,2
Setup,2023-12-27T15:13:20.248810201,1,1
Setup,2023-12-27T15:13:20.248811523,1,1
Setup,2023-12-27T15:13:20.248813367,1,2
Setup,2023-12-27T15:13:20.248814910,1,2
Setup,2023-12-27T15:13:20.248816242,1,2
Production,2023-12-27T15:13:20.248817855,1,1
Production,2023-12-27T15:13:20.248819188,1,2
Production,2023-12-27T15:13:20.248820470,1,2
Production,2023-12-27T15:13:20.248840859,1,2
Production,2023-12-27T15:13:20.248842181,1,1
Production,2023-12-27T15:13:20.248844215,1,1
Production,2023-12-27T15:13:20.248845567,1,2
Production,2023-12-27T15:13:20.248847391,1,2
Production,2023-12-27T15:13:20.248848593,1,2
Production,2023-12-27T15:13:20.248850356,1,2
Production,2023-12-27T15:13:20.248851589,1,1
Production,2023-12-27T15:13:20.248853492,1,1
Production,2023-12-27T15:13:20.248854715,1,2
Production,2023-12-27T15:13:20.248856558,1,1
Blocked,2023-12-27T15:13:20.248857891,1,0
Blocked,2023-12-27T15:13:20.248858963,1,0
Setup,2023-12-27T15:13:20.248860506,1,2
Setup,2023-12-27T15:13:20.248861798,1,2
Production,2023-12-27T15:13:20.248863291,1,1
Production,2023-12-27T15:13:20.248864633,1,1
Production,2023-12-27T15:13:20.248884641,1,1
Production,2023-12-27T15:13:20.248886064,1,1
Production,2023-12-27T15:13:20.248887566,1,1
Production,2023-12-27T15:13:20.248888969,1,1
Setup,2023-12-27T15:13:20.248890522,1,2
Setup,2023-12-27T15:13:20.248891855,1,2
Production,2023-12-27T15:13:20.248893297,1,1
Production,2023-12-27T15:13:20.248894600,1,1
Production,2023-12-27T15:13:20.248896183,1,1
Production,2023-12-27T15:13:20.248897886,1,1
Production,2023-12-27T15:13:20.248899459,1,1
Production,2023-12-27T15:13:20.248919597,1,1
Blocked,2023-12-27T15:13:20.248921089,1,0
Blocked,2023-12-27T15:13:20.248922162,1,0
Setup,2023-12-27T15:13:20.248923704,1,2
Setup,2023-12-27T15:13:20.248925057,1,1
Setup,2023-12-27T15:13:20.248926329,1,1
Setup,2023-12-27T15:13:20.248928193,1,1
Setup,2023-12-27T15:13:20.248929585,1,2
Setup,2023-12-27T15:13:20.248931399,1,1
Setup,2023-12-27T15:13:20.248932892,1,2
Setup,2023-12-27T15:13:20.248934204,1,2
Setup,2023-12-27T15:13:20.248935787,1,1
Setup,2023-12-27T15:13:20.248937009,1,2
Setup,2023-12-27T15:13:20.248938202,1,2
Setup,2023-12-27T15:13:20.248958971,1,1
Setup,2023-12-27T15:13:20.248960544,1,2
Setup,2023-12-27T15:13:20.248962037,1,1
Setup,2023-12-27T15:13:20.248963519,1,1
Setup,2023-12-27T15:13:20.248965393,1,1
Setup,2023-12-27T15:13:20.248966675,1,1
Setup,2023-12-27T15:13:20.248968459,1,2
Setup,2023-12-27T15:13:20.248969991,1,1
Setup,2023-12-27T15:13:20.248971254,1,2
Setup,2023-12-27T15:13:20.248972707,1,2
Setup,2023-12-27T15:13:20.248974450,1,2
Setup,2023-12-27T15:13:20.248994728,1,2
Setup,2023-12-27T15:13:20.248996692,1,2
Setup,2023-12-27T15:13:20.248997964,1,2
Setup,2023-12-27T15:13:20.248999818,1,2
Setup,2023-12-27T15:13:20.249001080,1,1
Setup,2023-12-27T15:13:20.249002974,1,1
Setup,2023-12-27T15:13:20.249004286,1,2
Setup,2023-12-27T15:13:20.249006230,1,1
Production,2023-12-27T15:13:20.249007692,1,2
Production,2023-12-27T15:13:20.249009025,1,2
Setup,2023-12-27T15:13:20.249010548,1,2
Setup,2023-12-27T15:13:20.249011860,1,2
Blocked,2023-12-27T15:13:20.249013223,1,0
Blocked,2023-12-27T15:13:20.249014335,1,0
Blocked,2023-12-27T15:13:20.249015627,1,0
Blocked,2023-12-27T15:13:20.249016659,1,0
Setup,2023-12-27T15:13:20.249018202,1,2
Setup,2023-12-27T15:13:20.249038370,1,1
Setup,2023-12-27T15:13:20.249039713,1,1
Setup,2023-12-27T15:13:20.249041646,1,2
Production,2023-12-27T15:13:20.249043159,1,1
Production,2023-12-27T15:13:20.249044492,1,2
Production,2023-12-27T15:13:20.249045994,1,2
Production,2023-12-27T15:13:20.249047908,1,2
Production,2023-12-27T15:13:20.249049190,1,1
Production,2023-12-27T15:13:20.249051054,1,2
Setup,2023-12-27T15:13:20.249052567,1,1
Setup,2023-12-27T15:13:20.249053849,1,2
Setup,2023-12-27T15:13:20.249073556,1,1
Setup,2023-12-27T15:13:20.249075760,1,1
Setup,2023-12-27T15:13:20.249077033,1,1
Setup,2023-12-27T15:13:20.249078866,1,1
Setup,2023-12-27T15:13:20.249080259,1,1
Setup,2023-12-27T15:13:20.249081992,1,2
Setup,2023-12-27T15:13:20.249083515,1,1
Setup,2023-12-27T15:13:20.249084827,1,1
Blocked,2023-12-27T15:13:20.249086180,1,0
Blocked,2023-12-27T15:13:20.249087232,1,0
Production,2023-12-27T15:13:20.249088715,1,2
Production,2023-12-27T15:13:20.249090057,1,2
Blocked,2023-12-27T15:13:20.249091470,1,0
Blocked,2023-12-27T15:13:20.249092452,1,0
Production,2023-12-27T15:13:20.249094025,1,1
Production,2023-12-27T15:13:20.249114012,1,2
Production,2023-12-27T15:13:20.249115325,1,2
Production,2023-12-27T15:13:20.249117529,1,1
Blocked,2023-12-27T15:13:20.249118892,1,0
Blocked,2023-12-27T15:13:20.249119944,1,0
Blocked,2023-12-27T15:13:20.249121316,1,0
Blocked,2023-12-27T15:13:20.249122298,1,0
Blocked,2023-12-27T15:13:20.249123580,1,0
Blocked,2023-12-27T15:13:20.249124592,1,0
Production,2023-12-27T15:13:20.249126135,1,2
Production,2023-12-27T15:13:20.249127458,1,2
Blocked,2023-12-27T15:13:20.249128760,1,0
Blocked,2023-12-27T15:13:20.249129762,1,0
Setup,2023-12-27T15:13:20.249131285,1,1
Setup,2023-12-27T15:13:20.249132617,1,1
Setup,2023-12-27T15:13:20.249134230,1,1
Setup,2023-12-27T15:13:20.249135533,1,1
Setup,2023-12-27T15:13:20.249137036,1,1
Setup,2023-12-27T15:13:20.249138388,1,1
Setup,2023-12-27T15:13:20.249158376,1,2
Setup,2023-12-27T15:13:20.249159748,1,1
Setup,2023-12-27T15:13:20.249160991,1,1
Setup,2023-12-27T15:13:20.249163115,1,1
Setup,2023-12-27T15:13:20.249164417,1,1
Setup,2023-12-27T15:13:20.249166170,1,1
Setup,2023-12-27T15:13:20.249167573,1,2
Setup,2023-12-27T15:13:20.249169517,1,1
Production,2023-12-27T15:13:20.249171070,1,1
Production,2023-12-27T15:13:20.249172392,1,1
Setup,2023-12-27T15:13:20.249173925,1,1
Setup,2023-12-27T15:13:20.249175258,1,2
Setup,2023-12-27T15:13:20.249195155,1,2
Setup,2023-12-27T15:13:20.249197049,1,2
Setup,2023-12-27T15:13:20.249198281,1,1
Setup,2023-12-27T15:13:20.249200174,1,1
Setup,2023-12-27T15:13:20.249201477,1,2
Setup,2023-12-27T15:13:20.249203320,1,2
Setup,2023-12-27T15:13:20.249204523,1,1
Setup,2023-12-27T15:13:20.249206336,1,1
Setup,2023-12-27T15:13:20.249207799,1,2
Setup,2023-12-27T15:13:20.249209602,1,2
Setup,2023-12-27T15:13:20.249210905,1,1
Setup,2023-12-27T15:13:20.249212728,1,2
Blocked,2023-12-27T15:13:20.249214131,1,0
Blocked,2023-12-27T15:13:20.249215213,1,0
Setup,2023-12-27T15:13:20.249219871,1,1
Setup,2023-12-27T15:13:20.249221194,1,1
Production,2023-12-27T15:13:20.249241422,1,1
Production,2023-12-27T15:13:20.249242755,1,1
Production,2023-12-27T15:13:20.249244287,1,1
Production,2023-12-27T15:13:20.249245590,1,2
Production,2023-12-27T15:13:20.249246822,1,2
Production,2023-12-27T15:13:20.249248606,1,2
Production,2023-12-27T15:13:20.249249818,1,2
Production,2023-12-27T15:13:20.249253966,1,1
Blocked,2023-12-27T15:13:20.249255338,1,0
Blocked,2023-12-27T15:13:20.249256410,1,0
Setup,2023-12-27T15:13:20.249257833,1,2
Setup,2023-12-27T15:13:20.249259115,1,1
Setup,2023-12-27T15:13:20.249260458,1,1
Setup,2023-12-27T15:13:20.249262171,1,1
Setup,2023-12-27T15:13:20.249263453,1,2
Setup,2023-12-27T15:13:20.249265377,1,2
Setup,2023-12-27T15:13:20.249266619,1,1
Setup,2023-12-27T15:13:20.249287879,1,1
Setup,2023-12-27T15:13:20.249289222,1,2
Setup,2023-12-27T15:13:20.249291216,1,1
Blocked,2023-12-27T15:13:20.249292628,1,0
Blocked,2023-12-27T15:13:20.249293740,1,0
Blocked,2023-12-27T15:13:20.249295093,1,0
Blocked,2023-12-27T15:13:20.249296055,1,0
Production,2023-12-27T15:13:20.249297548,1,1
Production,2023-12-27T15:13:20.249298800,1,1
Production,2023-12-27T15:13:20.249300333,1,2
Production,2023-12-27T15:13:20.249301836,1,1
Production,2023-12-27T15:13:20.249303058,1,1
Production,2023-12-27T15:13:20.249304861,1,1
Production,2023-12-27T15:13:20.249306154,1,1
Production,2023-12-27T15:13:20.249307887,1,1
Production,2023-12-27T15:13:20.249335459,1,1
Production,2023-12-27T15:13:20.249338585,1,1
Production,2023-12-27T15:13:20.249340027,1,1
Production,2023-12-27T15:13:20.249342522,1,2
Production,2023-12-27T15:13:20.249344296,1,2
Production,2023-12-27T15:13:20.249345788,1,1
Production,2023-12-27T15:13:20.249347301,1,1
Production,2023-12-27T15:13:20.249349385,1,1
Production,2023-12-27T15:13:20.249350768,1,2
Production,2023-12-27T15:13:20.249352962,1,1
Setup,2023-12-27T15:13:20.249354655,1,2
Setup,2023-12-27T15:13:20.249356048,1,1
Setup,2023-12-27T15:13:20.249357510,1,2
